mean.Temperature_60,grad.Temperature_60,sd.Temperature_60,mean.Temperature_480,grad.Temperature_480,sd.Temperature_480,mean.Humidity_60,grad.Humidity_60,sd.Humidity_60,mean.Humidity_480,grad.Humidity_480,sd.Humidity_480,mean.Winvel_60,grad.Winvel_60,sd.Winvel_60,mean.Winvel_480,grad.Winvel_480,sd.Winvel_480,mean.Solar_60,grad.Solar_60,sd.Solar_60,mean.Solar_480,grad.Solar_480
18.944,0.0182,0.233944438,18.944,0.0182,0.233944438,63.6,-0.25,4.037325848,63.6,-0.25,4.037325848,0.76,-0.009,0.492950302,0.76,-0.009,0.492950302,352.4,5.13,116.483046,352.4,5.13
20.083,0.012254225,0.295147797,20.083,0.012254225,0.295147797,57.7,-0.01895665,1.494434118,57.7,-0.01895665,1.494434118,0.92,0.007729611,0.329309041,0.92,0.007729611,0.329309041,346.1,3.67421014,112.6523166,346.1,3.67421014
19.86363636,-0.001714101,0.102982788,19.86363636,-0.001714101,0.102982788,60.72727273,-0.009831824,0.904534034,60.72727273,-0.009831824,0.904534034,1.272727273,-0.013221216,0.382337309,1.272727273,-0.013221216,0.382337309,260.7272727,-3.614359638,67.83670232,260.7272727,-3.614359638
19.13090909,-0.043020027,0.797326214,19.13090909,-0.043020027,0.797326214,63.27272727,0.120694259,2.284333999,63.27272727,0.120694259,2.284333999,0.409090909,-0.004299065,0.202259959,0.409090909,-0.004299065,0.202259959,61.27272727,-2.280507343,43.8134475,61.27272727,-2.280507343
16.77333333,-0.028671329,0.524236819,16.77333333,-0.028671329,0.524236819,69.91666667,0.08041958,1.56427929,69.91666667,0.08041958,1.56427929,0.1,-0.001958042,0.180906807,0.1,-0.001958042,0.180906807,0.916666667,-0.083216783,2.874917654,0.916666667,-0.083216783
15.73727273,-0.002552595,0.147722098,15.73727273,-0.002552595,0.147722098,71.45454545,-0.018373072,0.820199532,71.45454545,-0.018373072,0.820199532,0.181818182,0.000673212,0.208893187,0.181818182,0.000673212,0.208893187,0.0,0.0,0.0,0.0,0.0
15.82909091,-0.00743338,0.142088321,15.85391304,-0.000574545,0.140218632,67.36363636,-0.028892006,0.924416278,67.82608696,-0.020181818,1.114049693,1.6,0.01141655,0.531036722,1.186956522,0.015563636,0.741193355,0.0,0.0,0.0,0.0,0.0
15.64625,0.002774834,0.070089229,15.64625,0.002774834,0.070089229,66.375,-0.041721854,1.060660172,66.375,-0.041721854,1.060660172,1.9625,-0.040066225,0.821040281,1.9625,-0.040066225,0.821040281,0.0,0.0,0.0,0.0,0.0
13.834,0.038160338,0.713523339,13.47555556,-0.00124924,0.520804666,68.0,-0.189029536,3.590109871,74.11111111,0.002255828,4.655641739,0.57,0.016455696,0.377270902,0.62345679,-3.54e-05,0.399146466,32.8,1.650632911,39.86309906,4.345679012,0.049639626
15.6725,0.01306993,0.238294127,15.6725,0.01306993,0.238294127,60.33333333,-0.032167832,0.887625365,60.33333333,-0.032167832,0.887625365,0.716666667,0.00965035,0.358870281,0.716666667,0.00965035,0.358870281,72.83333333,-1.025174825,30.83632254,72.83333333,-1.025174825
16.20333333,0.014857143,0.113724814,16.20333333,0.014857143,0.113724814,59.33333333,0.071428571,0.577350269,59.33333333,0.071428571,0.577350269,1.033333333,-0.022857143,0.230940108,1.033333333,-0.022857143,0.230940108,40.66666667,-0.071428571,0.577350269,40.66666667,-0.071428571
16.88142857,0.022282609,0.289103705,16.88142857,0.022282609,0.289103705,58.85714286,-0.031884058,0.899735411,58.85714286,-0.031884058,0.899735411,0.542857143,-0.016304348,0.243975018,0.542857143,-0.016304348,0.243975018,68.0,0.923188406,31.91655788,68.0,0.923188406
18.61090909,0.026345455,0.441530396,18.52333333,0.027412587,0.518903272,52.45454545,-0.098181818,1.694912173,52.83333333,-0.107369554,2.081665999,0.809090909,0.008181818,0.202259959,0.775,0.009198494,0.226133508,361.9090909,12.14909091,226.1214075,336.1666667,11.18558365
19.85571429,0.009670659,0.165615734,19.85571429,0.009670659,0.165615734,49.14285714,0.026946108,0.690065559,49.14285714,0.026946108,0.690065559,0.757142857,0.004491018,0.243975018,0.757142857,0.004491018,0.243975018,214.2857143,-10.90718563,189.8268635,214.2857143,-10.90718563
20.661,0.01452459,0.27950154,20.661,0.01452459,0.27950154,49.1,-0.060421546,1.286683938,49.1,-0.060421546,1.286683938,0.65,-0.003512881,0.263523138,0.65,-0.003512881,0.263523138,166.3,0.853864169,95.2261052,166.3,0.853864169
21.215,0.008590164,0.313687743,21.21555556,0.006735632,0.293432748,46.625,-0.020218579,1.597989809,46.66666667,-0.018965517,1.5,0.9875,-0.004098361,0.473399559,0.922222222,0.001494253,0.484194635,217.375,-0.469398907,47.13487487,208.0,0.30862069
22.04857143,0.01793722,0.331684015,22.04857143,0.01793722,0.331684015,45.14285714,-0.064125561,1.214985793,45.14285714,-0.064125561,1.214985793,0.614285714,0.00426009,0.267261242,0.614285714,0.00426009,0.267261242,366.1428571,1.995067265,53.89937715,366.1428571,1.995067265
21.338,-0.02954177,0.576479738,21.338,-0.02954177,0.576479738,46.7,0.076592225,2.002775851,46.7,0.076592225,2.002775851,1.28,0.026997519,0.623253114,1.28,0.026997519,0.623253114,210.3,-4.993052109,101.2324608,210.3,-4.993052109
19.666,-0.013916399,0.266966498,19.666,-0.013916399,0.266966498,48.1,-0.092604502,1.969207398,48.1,-0.092604502,1.969207398,1.32,-0.016430868,0.436653944,1.32,-0.016430868,0.436653944,43.3,-1.430546624,26.84130316,43.3,-1.430546624
19.02,0.004895327,0.137295302,19.035,0.002450495,0.137860638,45.0,-0.082429907,1.802775638,45.3,-0.083663366,1.946506843,1.588888889,0.010915888,0.337062474,1.56,0.010247525,0.330655914,0.0,0.0,0.0,0.3,-0.023019802
19.11666667,-0.007399504,0.132664992,19.11666667,-0.007399504,0.132664992,40.77777778,-0.012406948,0.833333333,40.77777778,-0.012406948,0.833333333,1.033333333,-0.001488834,0.2,1.033333333,-0.001488834,0.2,0.0,0.0,0.0,0.0,0.0
18.46909091,-0.016479663,0.307488359,18.46909091,-0.016479663,0.307488359,44.90909091,0.231136045,4.300105707,44.90909091,0.231136045,4.300105707,0.572727273,0.012258065,0.313339781,0.572727273,0.012258065,0.313339781,0.0,0.0,0.0,0.0,0.0
17.54,-0.017777778,0.333399993,17.54,-0.017777778,0.333399993,55.8,0.096825397,2.043961296,55.8,0.096825397,2.043961296,0.29,-0.009047619,0.292308817,0.29,-0.009047619,0.292308817,0.0,0.0,0.0,0.0,0.0
16.88,-0.007359046,0.13978555,16.88,-0.007359046,0.13978555,59.81818182,0.048387097,0.981649817,59.81818182,0.048387097,0.981649817,0.545454545,0.02115007,0.48654627,0.545454545,0.02115007,0.48654627,0.0,0.0,0.0,0.0,0.0
14.21833333,-0.000481858,0.166560572,16.1394382,-0.005573781,0.958175776,81.0,-0.019738752,0.852802865,64.08988764,0.045041225,7.594316729,0.925,-0.004615385,0.445431354,0.570786517,0.002064642,0.538559157,28.33333333,0.931204644,25.41056807,3.988764045,0.044424319
14.6875,0.008846847,0.136250819,14.6875,0.008846847,0.136250819,79.375,0.004504505,0.51754917,79.375,0.004504505,0.51754917,0.55,-0.035675676,0.607100839,0.55,-0.035675676,0.607100839,70.125,-1.154054054,30.22977482,70.125,-1.154054054
15.22,0.022,0.155563492,15.22,0.022,0.155563492,78.5,-0.1,0.707106781,78.5,-0.1,0.707106781,0.4,7.85e-18,0.0,0.4,7.85e-18,0.0,45.5,-0.9,6.363961031,45.5,-0.9
16.124,0.02192283,0.412612274,16.124,0.02192283,0.412612274,76.2,-0.038906752,1.135292424,76.2,-0.038906752,1.135292424,0.78,0.004212219,0.361478446,0.78,0.004212219,0.361478446,59.2,0.906430868,37.5434563,59.2,0.906430868
17.70416667,0.03265035,0.602064,17.70416667,0.03265035,0.602064,72.58333333,-0.120979021,2.314316445,72.58333333,-0.120979021,2.314316445,0.608333333,0.003146853,0.257464325,0.608333333,0.003146853,0.257464325,220.0833333,9.934965035,217.4398384,220.0833333,9.934965035
20.34181818,0.025692924,0.481348485,20.002,0.017403527,0.58475906,61.45454545,-0.084245661,1.694912173,62.85,-0.068525002,2.323223713,1.118181818,0.000213618,0.208893187,1.235,-0.002717485,0.306551275,118.1818182,1.765954606,73.51573734,218.6,-4.224215602
21.17,0.044,0.155563492,21.17,0.044,0.155563492,59.5,-0.2,0.707106781,59.5,-0.2,0.707106781,0.9,0.0,0.0,0.9,0.0,0.0,344.0,4.4,15.55634919,344.0,4.4
21.78363636,0.002935915,0.274454832,21.78363636,0.002935915,0.274454832,56.54545455,0.029906542,1.12815215,56.54545455,0.029906542,1.12815215,1.2,0.013511348,0.387298335,1.2,0.013511348,0.387298335,281.5454545,3.777837116,137.7239003,281.5454545,3.777837116
20.67545455,-0.017927273,0.314208963,20.9862069,-0.005864095,0.420598331,57.54545455,-0.02,0.820199532,57.31034483,-0.00024658,1.003687781,0.718181818,-0.007272727,0.25226249,1.006896552,-0.005292911,0.380723967,83.45454545,-2.978181818,49.81639015,224.8275862,-2.174685286
20.22,,,20.22,,,58.0,,,58.0,,,0.0,,,0.0,,,19.0,,,19.0,
20.115,-0.022,0.077781746,20.115,-0.022,0.077781746,59.0,4.02e-15,0.0,59.0,4.02e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-0.6,2.121320344,12.5,-0.6
18.67272727,-0.042290909,0.751266809,18.67272727,-0.042290909,0.751266809,64.63636364,0.216363636,3.613107451,64.63636364,0.216363636,3.613107451,0.227272727,-0.005636364,0.296954236,0.227272727,-0.005636364,0.296954236,0.545454545,-0.054545455,1.809068067,0.545454545,-0.054545455
17.495,-0.004377622,0.207386333,18.38689655,-0.016943842,0.83419809,66.75,0.004895105,0.965307299,63.44827586,0.059605911,3.611353198,0.141666667,0.009020979,0.284312035,0.420689655,-0.006640394,0.471607669,0.0,0.0,0.0,0.0,0.0
17.25916667,-0.008125704,0.21910804,17.35352941,-0.006834966,0.236430253,67.25,0.04108818,1.288057029,66.94117647,0.027214651,1.248528546,0.175,0.005797373,0.28959219,0.123529412,0.004137564,0.253794729,0.0,0.0,0.0,0.0,0.0
16.62583333,-0.006524476,0.276190262,16.62583333,-0.006524476,0.276190262,69.58333333,0.04965035,1.56427929,69.58333333,0.04965035,1.56427929,0.341666667,-0.008881119,0.35791907,0.341666667,-0.008881119,0.35791907,0.0,0.0,0.0,0.0,0.0
14.18384615,0.025681319,0.512177353,14.06625,-0.004788694,0.972671771,87.15384615,-0.045054945,1.14354375,81.47727273,0.040600062,6.14569707,0.361538462,0.012637363,0.357161172,0.423863636,-0.000824195,0.462873166,59.30769231,-0.449450549,21.73087134,14.92045455,0.135582973
14.61909091,0.001862913,0.052048928,14.61702703,-0.001215441,0.269122011,95.63636364,-0.022276622,0.504524979,93.5,0.011064214,2.095330752,0.454545455,0.006438188,0.250454133,0.990540541,-0.001808956,0.541729579,84.09090909,0.554222766,18.50650991,18.63513514,0.162233586
14.82,0.010465116,0.112249722,14.82,0.010465116,0.112249722,94.4,-0.044186047,0.547722558,94.4,-0.044186047,0.547722558,0.42,-0.00744186,0.319374388,0.42,-0.00744186,0.319374388,90.0,-0.11627907,6.123724357,90.0,-0.11627907
15.15555556,0.008817647,0.139204087,15.15555556,0.008817647,0.139204087,93.0,0.0,0.0,93.0,0.0,0.0,0.411111111,-0.010794118,0.226077666,0.411111111,-0.010794118,0.226077666,106.0,2.565,54.34841304,106.0,2.565
16.07090909,0.020314286,0.355653049,16.07090909,0.020314286,0.355653049,89.81818182,-0.054887218,1.07871978,89.81818182,-0.054887218,1.07871978,0.5,0.008932331,0.282842712,0.5,0.008932331,0.282842712,175.3636364,2.142706767,51.84452281,175.3636364,2.142706767
17.24090909,0.0156,0.287939388,17.24090909,0.0156,0.287939388,85.27272727,-0.103759398,1.954016842,85.27272727,-0.103759398,1.954016842,0.872727273,-0.002857143,0.349545159,0.872727273,-0.002857143,0.349545159,252.3636364,1.122105263,95.6099082,252.3636364,1.122105263
17.934,-0.018297872,0.453960351,18.170625,-0.003673002,0.338574832,78.6,0.042553191,1.140175425,78.5625,-0.0052357,1.412739655,1.42,-0.002340426,0.38340579,1.325,0.001706726,0.410690476,164.2,-2.525531915,68.60903731,236.625,-1.038978945
17.695,0.01,0.035355339,17.695,0.01,0.035355339,79.5,-0.2,0.707106781,79.5,-0.2,0.707106781,0.9,0.0,0.0,0.9,0.0,0.0,107.0,-4.0,14.14213562,107.0,-4.0
17.47,-0.012,0.042426407,17.47,-0.012,0.042426407,80.0,0.0,0.0,80.0,0.0,0.0,0.65,0.1,0.353553391,0.65,0.1,0.353553391,62.5,-4.2,14.8492424,62.5,-4.2
15.61166667,-0.008685315,0.158161789,16.19464286,-0.013947204,0.632007279,87.83333333,0.036363636,0.717740563,85.78571429,0.049278184,2.250220448,0.033333333,-0.003076923,0.115470054,0.210714286,-0.004940027,0.302262194,0.0,0.0,0.0,6.964285714,-0.223876854
15.22818182,0.024550376,0.515515629,15.21157895,0.005032172,0.390302776,83.09090909,-0.352481203,6.347512039,85.63157895,-0.162198391,5.639252574,0.3,-0.000827068,0.279284801,0.194736842,0.004076854,0.259216092,0.0,0.0,0.0,0.0,0.0
16.2175,0.001125874,0.140655931,16.2175,0.001125874,0.140655931,73.0,0.078321678,2.593698658,73.0,0.078321678,2.593698658,0.1,0.007552448,0.180906807,0.1,0.007552448,0.180906807,0.0,0.0,0.0,0.0,0.0
15.58,-0.003333333,0.128452326,15.58,-0.003333333,0.128452326,74.77777778,-0.12,1.855921454,74.77777778,-0.12,1.855921454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1525,0.028454545,0.516036028,15.29011628,0.00017669,0.593098532,85.16666667,-0.125874126,2.329000306,85.08139535,0.012483097,2.774739484,0.516666667,-0.000559441,0.285508584,0.393023256,0.000472463,0.385865169,118.9166667,0.406293706,12.76684864,35.12790698,0.300107329
17.0,,,17.0,,,81.0,,,81.0,,,1.3,,,1.3,,,126.0,,,126.0,
17.428,0.009002997,0.161644328,17.428,0.009002997,0.161644328,80.4,-0.022377622,0.516397779,80.4,-0.022377622,0.516397779,0.84,-0.004235764,0.263312235,0.84,-0.004235764,0.263312235,146.2,-0.109090909,10.34730239,146.2,-0.109090909
18.4475,0.031629371,0.620924897,18.36714286,0.025863736,0.606977741,77.75,-0.115384615,2.301185465,78.0,-0.091428571,2.218800785,0.566666667,-0.002097902,0.246182982,0.542857143,0.00043956,0.234403615,153.0,0.934265734,31.01026223,152.2857143,0.64
20.078,0.0212,0.170058813,20.078,0.0212,0.170058813,71.6,-0.06,0.547722558,71.6,-0.06,0.547722558,0.78,0.046,0.38340579,0.78,0.046,0.38340579,225.6,-9.74,93.15739369,225.6,-9.74
20.39,-6.15e-16,0.0,20.39,-6.15e-16,0.0,70.66666667,0.2,1.154700538,70.66666667,0.2,1.154700538,1.3,-7.69e-17,0.0,1.3,-7.69e-17,0.0,215.6666667,2.1,10.69267662,215.6666667,2.1
20.24818182,-0.003873284,0.119567402,20.24818182,-0.003873284,0.119567402,70.18181818,-0.015733897,0.750757194,70.18181818,-0.015733897,0.750757194,0.990909091,-0.013093981,0.347719845,0.990909091,-0.013093981,0.347719845,208.8181818,-1.629039071,52.59813339,208.8181818,-1.629039071
19.93583333,-0.006492738,0.201199057,19.86090909,0.000966403,0.175903358,71.58333333,0.022054868,0.668557923,71.31818182,0.014031621,0.716231117,0.591666667,0.024195804,0.541812335,0.477272727,0.005197628,0.472008695,76.25,-0.644540075,13.9813187,92.72727273,-0.637549407
19.38416667,-0.008118881,0.157159926,19.38416667,-0.008118881,0.157159926,72.58333333,0.052447552,1.083624669,72.58333333,0.052447552,1.083624669,1.925,-6.99e-05,0.280016233,1.925,-6.99e-05,0.280016233,19.5,-0.709090909,12.97900402,19.5,-0.709090909
19.095,0.000251748,0.042103768,19.095,0.000251748,0.042103768,72.66666667,-0.033566434,0.887625365,72.66666667,-0.033566434,0.887625365,1.583333333,0.015944056,0.480214598,1.583333333,0.015944056,0.480214598,0.0,0.0,0.0,0.0,0.0
18.83,-0.011383784,0.198683165,18.83,-0.011383784,0.198683165,71.66666667,0.033243243,0.707106781,71.66666667,0.033243243,0.707106781,1.411111111,-0.017891892,0.673506578,1.411111111,-0.017891892,0.673506578,0.0,0.0,0.0,0.0,0.0
18.37636364,-0.003145455,0.058697994,18.50666667,-0.003646957,0.134120863,74.36363636,0.025454545,0.504524979,73.79166667,0.01973913,0.779027636,0.636363636,0.010363636,0.516280403,0.495833333,0.003208696,0.434870462,0.0,0.0,0.0,0.0,0.0
17.99888889,-0.005824324,0.107173276,17.99888889,-0.005824324,0.107173276,75.88888889,0.011081081,0.333333333,75.88888889,0.011081081,0.333333333,0.422222222,-0.004891892,0.319287401,0.422222222,-0.004891892,0.319287401,0.0,0.0,0.0,0.0,0.0
18.51,0.031575434,0.586208154,16.86781609,0.002265636,0.75180933,75.45454545,-0.129773031,2.544155513,79.43678161,-0.004255392,2.078131705,0.709090909,0.014058745,0.317661913,0.366666667,0.000624725,0.314999692,50.45454545,0.075834446,8.536552423,19.29885057,0.150495737
19.76142857,-0.002642857,0.060395522,19.76142857,-0.002642857,0.060395522,71.14285714,0.064285714,1.069044968,71.14285714,0.064285714,1.069044968,1.0,-0.006428571,0.331662479,1.0,-0.006428571,0.331662479,86.42857143,1.85,26.68243581,86.42857143,1.85
20.04,0.0256,0.166332999,20.04,0.0256,0.166332999,71.0,-0.2,1.414213562,71.0,-0.2,1.414213562,0.9,0.0,0.0,0.9,0.0,0.0,475.25,17.62,143.5859209,475.25,17.62
20.45666667,0.008418848,0.145773797,20.45666667,0.008418848,0.145773797,69.33333333,-0.007853403,0.866025404,69.33333333,-0.007853403,0.866025404,0.877777778,-0.01526178,0.319287401,0.877777778,-0.01526178,0.319287401,219.3333333,-11.32617801,222.4123423,219.3333333,-11.32617801
22.707,0.015140396,0.297659388,22.34315789,0.016582517,0.557734033,61.3,-0.054952627,1.159501809,63.10526316,-0.074951017,2.492092758,0.97,-0.007596899,0.419126075,0.947368421,0.001107762,0.377665962,274.4,4.349354005,132.2751341,219.6315789,2.421055011
23.92666667,0.017714286,0.140475383,23.92666667,0.017714286,0.140475383,58.33333333,-0.057142857,0.577350269,58.33333333,-0.057142857,0.577350269,0.733333333,0.007142857,0.288675135,0.733333333,0.007142857,0.288675135,357.0,-22.32857143,179.3014222,357.0,-22.32857143
24.14333333,0.0014,0.061237244,24.14333333,0.0014,0.061237244,58.22222222,0.006666667,0.666666667,58.22222222,0.006666667,0.666666667,0.566666667,-0.01,0.25,0.566666667,-0.01,0.25,373.4444444,-2.306666667,31.70611578,373.4444444,-2.306666667
23.02727273,-0.037267695,0.704032541,23.02727273,-0.037267695,0.704032541,61.27272727,0.119884329,2.240129866,61.27272727,0.119884329,2.240129866,1.036363636,0.029283944,0.639175605,1.036363636,0.029283944,0.639175605,172.5454545,-1.343431562,58.5941356,172.5454545,-1.343431562
22.323,-0.016185366,0.374642051,22.323,-0.016185366,0.374642051,63.0,0.037073171,1.414213562,63.0,0.037073171,1.414213562,0.65,-0.014341463,0.573972512,0.65,-0.014341463,0.573972512,56.2,-2.468292683,43.79193229,56.2,-2.468292683
20.95777778,-0.015564103,0.273211355,20.95777778,-0.015564103,0.273211355,64.66666667,-0.028205128,1.322875656,64.66666667,-0.028205128,1.322875656,0.388888889,0.005897436,0.416666667,0.388888889,0.005897436,0.416666667,0.555555556,-0.064102564,1.666666667,0.555555556,-0.064102564
20.66545455,-0.011153946,0.352515635,20.66545455,-0.011153946,0.352515635,63.54545455,0.089909444,2.296241989,63.54545455,0.089909444,2.296241989,0.5,0.012095731,0.473286383,0.5,0.012095731,0.473286383,0.0,0.0,0.0,0.0,0.0
18.06,-0.03048583,0.607827727,18.06,-0.03048583,0.607827727,77.5,0.157894737,3.176619129,77.5,0.157894737,3.176619129,0.208333333,-0.002955466,0.29063671,0.208333333,-0.002955466,0.29063671,0.0,0.0,0.0,0.0,0.0
17.049,-0.010548673,0.22912636,17.154,-0.008333223,0.242628464,82.1,0.031268437,0.875595036,81.73333333,0.026486129,0.883715102,0.43,0.003185841,0.543752395,0.313333333,0.006354029,0.477892197,0.0,0.0,0.0,0.0,0.0
17.21272727,0.005287898,0.107525895,17.21272727,0.005287898,0.107525895,80.45454545,-0.027643312,0.687551651,80.45454545,-0.027643312,0.687551651,0.254545455,0.00066242,0.201809992,0.254545455,0.00066242,0.201809992,0.0,0.0,0.0,0.0,0.0
15.18,0.00961039,0.179691093,15.32470588,-0.001903633,0.554742729,88.6,-0.002397602,0.516397779,84.89411765,0.024332716,3.894512407,0.08,0.001278721,0.168654809,0.317647059,-0.000677689,0.344403028,55.1,-0.011388611,12.46729054,9.094117647,0.093761013
16.939,0.023294643,0.452829377,16.79166667,0.023619327,0.539559304,84.2,-0.02797619,0.632455532,84.5,-0.037774524,1.0,0.97,0.006428571,0.419126075,0.95,0.005885798,0.427466107,63.2,0.536011905,19.48104492,61.0,0.457686676
17.70666667,0.022,0.168027775,17.70666667,0.022,0.168027775,84.0,-1.41e-15,0.0,84.0,-1.41e-15,0.0,0.566666667,0.035714286,0.288675135,0.566666667,0.035714286,0.288675135,73.0,-0.428571429,5.0,73.0,-0.428571429
18.034,0.0056,0.065421709,18.034,0.0056,0.065421709,82.2,-0.1,0.836660027,82.2,-0.1,0.836660027,1.14,-0.008,0.219089023,1.14,-0.008,0.219089023,357.2,28.6,258.140853,357.2,28.6
19.30363636,0.014363636,0.343053137,19.14538462,0.021175824,0.4977887,77.63636364,-0.063636364,1.361816968,78.15384615,-0.079120879,1.772293892,0.927272727,0.017090909,0.382337309,0.846153846,0.016703297,0.401280003,128.1818182,-5.365454545,124.1908356,194.7692308,-8.474725275
23.03909091,0.036454777,0.69831876,21.86666667,0.040720445,1.435020325,61.81818182,-0.201656051,3.91964748,67.0952381,-0.188709522,6.670118154,0.790909091,0.008203822,0.344831975,0.723809524,0.002130498,0.30968494,337.8181818,3.054904459,123.0648757,245.2857143,2.920135331
24.32416667,0.00851049,0.201469977,24.32416667,0.00851049,0.201469977,54.83333333,0.006993007,0.717740563,54.83333333,0.006993007,0.717740563,0.766666667,0.001118881,0.29336088,0.766666667,0.001118881,0.29336088,316.5833333,0.814685315,100.6139863,316.5833333,0.814685315
23.439,-0.013114784,0.281561124,23.439,-0.013114784,0.281561124,56.9,-0.000183655,0.994428926,56.9,-0.000183655,0.994428926,1.46,-0.012561983,0.316929715,1.46,-0.012561983,0.316929715,198.6,-4.048484848,72.257564,198.6,-4.048484848
22.21272727,-0.014356241,0.27611921,22.27333333,-0.016307692,0.336731167,59.45454545,0.05259467,1.12815215,59.25,0.058299595,1.288057029,1.527272727,-0.022145863,0.626244216,1.583333333,-0.022064777,0.62788727,22.90909091,-0.874474053,16.60394258,25.75,-0.923076923
21.13,0.003916084,0.148935618,21.14866667,0.0006,0.148413836,61.0,-0.054545455,1.414213562,61.13333333,-0.036428571,1.302013093,0.575,-0.007762238,0.307851794,0.666666667,-0.010142857,0.343649877,0.0,0.0,0.0,0.0,0.0
21.399,0.004642424,0.109082028,21.399,0.004642424,0.109082028,59.3,-0.032727273,1.059349905,59.3,-0.032727273,1.059349905,0.46,-0.018909091,0.4788876,0.46,-0.018909091,0.4788876,0.0,0.0,0.0,0.0,0.0
21.18625,-0.008151307,0.151745793,21.18625,-0.008151307,0.151745793,60.0,0.057221458,1.414213562,60.0,0.057221458,1.414213562,0.4625,-0.002063274,0.176776695,0.4625,-0.002063274,0.176776695,0.0,0.0,0.0,0.0,0.0
20.361,-0.014293902,0.283566571,20.361,-0.014293902,0.283566571,63.3,0.096840558,2.496664441,63.3,0.096840558,2.496664441,0.46,-0.003703159,0.263312235,0.46,-0.003703159,0.263312235,0.0,0.0,0.0,0.0,0.0
19.75333333,-0.006875,0.113247517,19.75333333,-0.006875,0.113247517,66.55555556,-0.013333333,0.527046277,66.55555556,-0.013333333,0.527046277,0.177777778,-0.006666667,0.210818511,0.177777778,-0.006666667,0.210818511,0.0,0.0,0.0,0.0,0.0
16.40363636,0.026327273,0.443379583,17.51341463,-0.004839753,0.817571259,86.09090909,-0.058181818,1.044465936,77.19512195,0.034925762,5.487222024,0.436363636,0.015636364,0.403169263,0.347560976,0.001111206,0.396660632,116.7272727,0.830909091,19.96041537,21.45121951,0.205802828
17.34666667,0.013633333,0.193390796,17.34666667,0.013633333,0.193390796,83.66666667,-0.026666667,0.5,83.66666667,-0.026666667,0.5,0.311111111,2.15e-18,0.176383421,0.311111111,2.15e-18,0.176383421,119.3333333,-0.363333333,7.810249676,119.3333333,-0.363333333
17.78,,,17.78,,,83.0,,,83.0,,,0.4,,,0.4,,,123.0,,,123.0,
18.025,0.034,0.120208153,18.025,0.034,0.120208153,82.5,0.2,0.707106781,82.5,0.2,0.707106781,0.4,1.57e-17,0.0,0.4,1.57e-17,0.0,145.5,4.2,14.8492424,145.5,4.2
18.78818182,0.022618182,0.391249746,18.78818182,0.022618182,0.391249746,79.81818182,-0.109090909,1.940009372,79.81818182,-0.109090909,1.940009372,0.618181818,0.000363636,0.321926022,0.618181818,0.000363636,0.321926022,251.0909091,6.712727273,134.8647134,251.0909091,6.712727273
19.47333333,-0.003538462,0.171269768,19.47333333,-0.003538462,0.171269768,75.83333333,-0.018181818,0.577350269,75.83333333,-0.018181818,0.577350269,0.3,-0.000839161,0.180906807,0.3,-0.000839161,0.180906807,143.0833333,-0.325174825,27.21115524,143.0833333,-0.325174825
20.38909091,0.010614013,0.414932634,20.121875,0.016552471,0.533494377,71.90909091,-0.023184713,1.375103302,73.0,-0.061239216,2.065591118,0.827272727,-0.009859873,0.377070044,0.66875,0.003667451,0.402854399,253.0909091,3.258726115,135.0625444,237.3125,1.919466667
22.49142857,0.055357143,0.605706986,22.49142857,0.055357143,0.605706986,65.0,-0.157142857,1.732050808,65.0,-0.157142857,1.732050808,0.685714286,-0.007142857,0.267261242,0.685714286,-0.007142857,0.267261242,368.2857143,4.571428571,153.3011353,368.2857143,4.571428571
24.444,0.009943723,0.346127786,24.444,0.009943723,0.346127786,58.2,-0.068831169,1.549193338,58.2,-0.068831169,1.549193338,0.41,-0.008095238,0.213177026,0.41,-0.008095238,0.213177026,255.0,-0.402597403,124.3427164,255.0,-0.402597403
23.49909091,-0.028366917,0.619991202,23.49909091,-0.028366917,0.619991202,59.18181818,0.050977444,1.250454463,59.18181818,0.050977444,1.250454463,0.409090909,-0.005308271,0.202259959,0.409090909,-0.005308271,0.202259959,146.0909091,-0.969473684,45.49165758,146.0909091,-0.969473684
22.411,-0.025028971,0.425426583,22.51545455,-0.027713548,0.531890283,64.3,0.107692308,1.888562063,63.81818182,0.122322581,2.400757456,0.29,0.002937063,0.292308817,0.3,0.001135484,0.279284801,29.1,-1.407992008,24.25993496,36.54545455,-1.708258065
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
23.30909091,-0.007676903,0.341919714,20.24565217,0.017959028,2.563197396,50.90909091,0.031241656,1.044465936,56.5326087,-0.024402052,5.240273223,1.236363636,-0.009706275,0.261811869,0.798913043,0.002235221,0.492469571,929.7272727,-0.869692924,16.12507928,645.7826087,2.156946746
23.5,-0.017333333,0.297609524,23.5,-0.017333333,0.297609524,49.375,-0.043333333,1.060660172,49.375,-0.043333333,1.060660172,1.25,0.001333333,0.141421356,1.25,0.001333333,0.141421356,864.625,-1.766666667,25.90056536,864.625,-1.766666667
22.975,-0.002867133,0.241679728,22.975,-0.002867133,0.241679728,47.58333333,-0.017482517,0.792961461,47.58333333,-0.017482517,0.792961461,0.875,-0.006503497,0.33337121,0.875,-0.006503497,0.33337121,763.25,-2.027272727,36.73028228,763.25,-2.027272727
