mean.Temperature_60,grad.Temperature_60,sd.Temperature_60,mean.Temperature_480,grad.Temperature_480,sd.Temperature_480,mean.Humidity_60,grad.Humidity_60,sd.Humidity_60,mean.Humidity_480,grad.Humidity_480,sd.Humidity_480,mean.Winvel_60,grad.Winvel_60,sd.Winvel_60,mean.Winvel_480,grad.Winvel_480,sd.Winvel_480,mean.Solar_60,grad.Solar_60,sd.Solar_60,mean.Solar_480,grad.Solar_480
15.10769231,-0.002307692,0.125575598,15.13125,-0.002676471,0.125,57.07692308,-0.064835165,2.628736657,57.75,-0.076470588,2.768874621,1.161538462,-0.023516484,0.569412653,1.25,-0.018,0.553774924,421.0769231,-8.48021978,184.6670254,459.4375,-6.900882353
15.03333333,-0.018321678,0.339339823,15.1,-0.011176471,0.320416396,59.41666667,0.206293706,4.03300775,58.6875,0.128529412,3.700788204,0.758333333,0.008181818,0.347610894,0.73125,0.004382353,0.328062494,113.0,-3.167832168,90.01111043,137.625,-2.518235294
14.2,-0.02,0.1,14.2,-0.02,0.1,66.66666667,0.1,0.577350269,66.66666667,0.1,0.577350269,0.566666667,-0.05,0.288675135,0.566666667,-0.05,0.288675135,35.66666667,-0.5,3.214550254,35.66666667,-0.5
12.66,-0.01968254,0.371782493,13.01875,-0.019849566,0.564763962,73.9,0.055555556,1.197219,72.4375,0.078822461,2.393567769,0.46,0.005714286,0.386436713,0.3375,0.005991441,0.361247837,1.2,-0.107936508,2.699794231,7.625,-0.303929451
11.5,-0.011272727,0.194935887,11.625,-0.010705882,0.262043253,79.81818182,0.049090909,0.873862898,79.0625,0.056764706,1.388944443,1.454545455,-0.000727273,0.361562267,1.2125,0.012235294,0.518812747,0.0,0.0,0.0,0.0,0.0
10.42380952,-0.009247499,0.422971349,10.42380952,-0.009247499,0.422971349,82.33333333,0.066376686,1.712697677,82.33333333,0.066376686,1.712697677,1.552380952,0.001505002,0.886351537,1.552380952,0.001505002,0.886351537,0.0,0.0,0.0,0.0,0.0
10.305,0.007991718,0.423612285,10.305,0.007991718,0.423612285,81.35,-0.122774327,4.094604923,81.35,-0.122774327,4.094604923,1.485,-0.011138716,1.201873537,1.485,-0.011138716,1.201873537,0.0,0.0,0.0,0.0,0.0
10.26666667,-0.005714286,0.057735027,10.26666667,-0.005714286,0.057735027,81.66666667,0.114285714,1.154700538,81.66666667,0.114285714,1.154700538,0.866666667,-0.035714286,0.450924975,0.866666667,-0.035714286,0.450924975,0.0,0.0,0.0,0.0,0.0
9.4,0.010629371,0.2,9.427173913,-0.003023939,0.549145842,87.41666667,-0.058041958,1.083624669,87.31521739,0.017084639,3.351002303,1.583333333,0.006853147,0.558949231,1.781521739,0.000246015,0.523498239,122.4166667,1.877622378,43.69409849,19.72826087,0.211982713
10.14,0.018181818,0.27968236,10.14,0.018181818,0.27968236,85.3,-0.04,0.823272602,85.3,-0.04,0.823272602,1.1,-0.021575758,0.494413232,1.1,-0.021575758,0.494413232,183.6,1.052121212,42.97854762,183.6,1.052121212
11.12,0.018,0.14832397,11.12,0.018,0.14832397,82.2,-0.16,1.303840481,82.2,-0.16,1.303840481,0.6,-0.03,0.273861279,0.6,-0.03,0.273861279,536.8,4.32,184.0888372,536.8,4.32
11.74,0.036,0.296647939,11.74,0.036,0.296647939,79.2,-0.12,1.095445115,79.2,-0.12,1.095445115,0.86,0.01,0.450555213,0.86,0.01,0.450555213,650.4,10.28,102.3220406,650.4,10.28
14.075,0.027622378,0.508339543,13.47727273,0.0240655,0.790377739,70.41666667,-0.09020979,1.781640375,72.54545455,-0.085601355,2.873976385,0.958333333,0.003286713,0.250302847,0.881818182,0.001671372,0.347283833,867.8333333,1.194405594,21.82506205,824.9545455,1.675776398
14.87142857,0.025714286,0.287020822,14.87142857,0.025714286,0.287020822,67.71428571,-0.164285714,1.97604704,67.71428571,-0.164285714,1.97604704,1.314285714,-0.010714286,0.260950643,1.314285714,-0.010714286,0.260950643,912.8571429,0.757142857,8.395009856,912.8571429,0.757142857
15.36,0.014,0.114017543,15.36,0.014,0.114017543,65.6,-4.28e-13,1.140175425,65.6,-4.28e-13,1.140175425,1.22,0.008,0.178885438,1.22,0.008,0.178885438,933.4,0.4,3.286335345,933.4,0.4
16.25454545,0.005006468,0.169491217,16.23333333,0.005601105,0.177525073,61.81818182,-0.012419146,0.873862898,62.0,-0.02432059,1.044465936,1.409090909,0.014139715,0.436931449,1.4,0.011718102,0.417786374,925.8181818,-0.486287193,10.20605881,926.8333333,-0.459695993
16.6,0.0,0.0,16.6,0.0,0.0,61.0,-0.4,1.414213562,61.0,-0.4,1.414213562,1.55,-0.1,0.353553391,1.55,-0.1,0.353553391,901.5,-0.6,2.121320344,901.5,-0.6
16.68888889,0.016416667,0.293446948,16.68888889,0.016416667,0.293446948,57.77777778,-0.194166667,3.231786572,57.77777778,-0.194166667,3.231786572,1.433333333,0.00775,0.484767986,1.433333333,0.00775,0.484767986,856.0,-1.45,22.99456458,856.0,-1.45
17.18333333,0.017714286,0.194079022,17.18333333,0.017714286,0.194079022,54.33333333,0.068571429,0.816496581,54.33333333,0.068571429,0.816496581,1.333333333,0.009142857,0.403319559,1.333333333,0.009142857,0.403319559,789.8333333,-1.982857143,18.64850307,789.8333333,-1.982857143
16.34166667,-0.024125874,0.454189254,16.5,-0.026989011,0.583095189,60.0,0.125874126,2.593698658,59.35714286,0.126153846,2.898464921,1.85,-0.002237762,0.317661913,1.835714286,4.4e-05,0.343303281,654.6666667,-2.867132867,52.39419353,667.6428571,-2.766153846
15.74545455,-0.008181818,0.229624199,15.74545455,-0.008181818,0.229624199,63.09090909,0.056363636,1.445997611,63.09090909,0.056363636,1.445997611,1.154545455,-0.006181818,0.674334689,1.154545455,-0.006181818,0.674334689,395.1818182,-9.850909091,178.7438492,395.1818182,-9.850909091
13.73636364,-0.028098318,0.529665418,14.656,-0.024178872,0.939893611,73.09090909,0.079172057,1.578261414,70.0,0.083323723,3.227486122,0.418181818,-0.006791721,0.285720779,0.684,-0.006218429,0.33,25.81818182,-0.79301423,15.11170528,86.84,-1.602519894
10.98181818,-0.025454545,0.430855386,11.49375,-0.030604482,0.874428385,82.09090909,0.116363636,2.022599587,80.3125,0.112819177,3.239727355,2.645454545,0.012909091,0.474054082,2.23125,0.02357999,0.792227871,0.0,0.0,0.0,0.0,0.0
9.645454545,-0.002443258,0.052223297,9.811111111,-0.007444234,0.23736021,89.27272727,0.024699599,0.646669791,88.0,0.057164461,1.814970426,3.127272727,0.001588785,0.440660661,3.0,0.007485822,0.563601862,0.0,0.0,0.0,0.0,0.0
9.577777778,-0.002333333,0.044095855,9.577777778,-0.002333333,0.044095855,89.22222222,-7.58e-16,0.440958552,89.22222222,-7.58e-16,0.440958552,3.133333333,-0.023666667,0.390512484,3.133333333,-0.023666667,0.390512484,0.0,0.0,0.0,0.0,0.0
10.44166667,0.011958042,0.260971379,9.07311828,0.002636555,0.580505736,86.83333333,-0.023776224,1.193416283,90.46236559,-0.004153863,1.578105219,0.958333333,-0.013496503,0.475697255,1.625806452,-0.002244966,0.558317197,168.9166667,-2.98951049,71.24536136,28.67741935,0.284148817
10.8125,0.003095238,0.064086994,10.8125,0.003095238,0.064086994,88.25,0.061904762,0.88640526,88.25,0.061904762,0.88640526,1.375,0.013333333,0.296407056,1.375,0.013333333,0.296407056,125.875,0.097619048,6.599512969,125.875,0.097619048
11.11818182,0.005818182,0.116774842,11.11818182,0.005818182,0.116774842,89.63636364,0.007272727,0.504524979,89.63636364,0.007272727,0.504524979,1.463636364,-0.013454545,0.490454335,1.463636364,-0.013454545,0.490454335,146.0,1.32,28.52367438,146.0,1.32
11.5375,0.001666667,0.051754917,11.5375,0.001666667,0.051754917,88.75,0.019047619,0.46291005,88.75,0.019047619,0.46291005,1.725,0.03047619,0.436708468,1.725,0.03047619,0.436708468,205.875,0.807142857,24.52658907,205.875,0.807142857
11.34285714,-0.004285714,0.078679579,11.34285714,-0.004285714,0.078679579,90.85714286,0.021428571,0.377964473,90.85714286,0.021428571,0.377964473,2.357142857,-0.024285714,0.49280538,2.357142857,-0.024285714,0.49280538,153.1428571,-0.55,22.68941436,153.1428571,-0.55
11.34166667,0.00034965,0.079296146,11.33571429,0.000659341,0.074494634,92.83333333,0.020979021,0.577350269,92.71428571,0.021978022,0.611249846,3.166666667,0.037062937,0.965150326,3.064285714,0.030285714,0.959653097,139.75,-0.567132867,21.996384,140.1428571,-0.378021978
11.26666667,0.01,0.057735027,11.26666667,0.01,0.057735027,94.0,-4.92e-15,0.0,94.0,-4.92e-15,0.0,3.866666667,-0.18,0.929157324,3.866666667,-0.18,0.929157324,99.33333333,1.2,7.234178138,99.33333333,1.2
12.25833333,0.02972028,0.551787728,12.25833333,0.02972028,0.551787728,91.66666667,-0.128671329,2.424621183,91.66666667,-0.128671329,2.424621183,2.666666667,0.011048951,0.757187779,2.666666667,0.011048951,0.757187779,300.8333333,6.896503497,139.1917143,300.8333333,6.896503497
13.1,-0.001958042,0.23741027,13.205,-0.005518797,0.285574214,85.91666667,0.009090909,0.668557923,86.0,0.001503759,0.72547625,3.091666667,-0.00972028,1.037004719,2.765,0.00924812,0.953263094,321.5,-1.746853147,100.2356315,344.55,-1.868120301
12.55384615,-0.01043956,0.323046397,12.55384615,-0.01043956,0.323046397,88.38461538,0.052747253,1.32529629,88.38461538,0.052747253,1.32529629,3.123076923,-0.021538462,1.229602813,3.123076923,-0.021538462,1.229602813,159.3076923,-1.803296703,65.57868634,159.3076923,-1.803296703
11.71428571,-0.016428571,0.195180015,11.71428571,-0.016428571,0.195180015,91.85714286,0.092857143,1.069044968,91.85714286,0.092857143,1.069044968,3.971428571,0.046428571,0.558910505,3.971428571,0.046428571,0.558910505,134.5714286,-2.807142857,35.42060202,134.5714286,-2.807142857
11.55,0.02,0.070710678,11.55,0.02,0.070710678,94.0,4.02e-15,0.0,94.0,4.02e-15,0.0,2.65,-0.18,0.636396103,2.65,-0.18,0.636396103,127.5,2.2,7.778174593,127.5,2.2
10.96153846,0.003956044,0.096076892,11.10144928,-0.002254693,0.313656216,95.46153846,-0.023076923,0.518874522,94.65217391,0.007514273,1.082291781,2.061538462,-0.018571429,0.619863509,2.465217391,-0.002424658,0.699543146,0.0,0.0,0.0,24.68115942,-0.292014472
11.1,-6.15e-16,0.0,11.1,-6.15e-16,0.0,94.0,-0.2,1.0,94.0,-0.2,1.0,1.633333333,0.09,0.665832812,1.633333333,0.09,0.665832812,0.0,0.0,0.0,0.0,0.0
10.55,0.021258741,0.387298335,10.09354839,-0.002037108,0.570432035,84.33333333,-0.083916084,1.556997888,88.97849462,-0.015171523,2.758301677,1.208333333,0.013776224,0.548482756,1.234408602,-0.003277469,0.741252557,397.1666667,3.818181818,69.10049774,62.2688172,0.646609241
11.89,0.026787879,0.406748626,11.89,0.026787879,0.406748626,78.6,-0.106666667,1.646545205,78.6,-0.106666667,1.646545205,1.28,-0.017454545,0.456557164,1.28,-0.017454545,0.456557164,568.4,2.877575758,45.03381446,568.4,2.877575758
12.95,0.025238095,0.311677489,12.95,0.025238095,0.311677489,74.125,-0.111904762,1.457737974,74.125,-0.111904762,1.457737974,1.325,0.025714286,0.589794153,1.325,0.025714286,0.589794153,685.625,2.25,28.03537306,685.625,2.25
14.30909091,0.018280255,0.359039122,14.25,0.019010989,0.398862018,68.45454545,-0.083694268,1.752919642,68.75,-0.089010989,1.95982374,1.5,0.012191083,0.371483512,1.483333333,0.010879121,0.358870281,785.6363636,1.943821656,37.63315753,781.25,1.871428571
16.1,0.01958042,0.408989887,15.78888889,0.02037594,0.579948161,59.41666667,-0.093006993,2.193309386,61.11111111,-0.107430341,3.178769442,1.858333333,-0.003286713,0.250302847,1.805555556,0.001733746,0.285888136,928.25,0.744755245,13.98781938,911.3333333,1.022733304
16.4,-0.016,0.163299316,16.4,-0.016,0.163299316,58.0,-0.04,0.816496581,58.0,-0.04,0.816496581,1.775,-0.022,0.36855574,1.775,-0.022,0.36855574,948.75,0.3,2.061552813,948.75,0.3
16.68,0.04,0.327108545,16.68,0.04,0.327108545,56.6,-0.06,0.547722558,56.6,-0.06,0.547722558,1.86,-0.008,0.371483512,1.86,-0.008,0.371483512,947.2,-0.58,5.805170109,947.2,-0.58
17.06,-0.016428571,0.374759182,17.06,-0.016428571,0.374759182,53.4,0.002083333,0.966091783,53.4,0.002083333,0.966091783,1.9,-0.020833333,0.483045892,1.9,-0.020833333,0.483045892,919.4,-0.963690476,19.19606441,919.4,-0.963690476
16.5875,-0.001453634,0.164208056,16.5875,-0.001453634,0.164208056,51.5,-0.126315789,1.772810521,51.5,-0.126315789,1.772810521,2.05,0.023458647,0.547722558,2.05,0.023458647,0.547722558,843.625,-1.856140351,24.84775069,843.625,-1.856140351
16.78571429,0.016557377,0.226778684,16.78571429,0.016557377,0.226778684,49.14285714,-0.068032787,1.069044968,49.14285714,-0.068032787,1.069044968,1.971428571,-0.013360656,0.784674637,1.971428571,-0.013360656,0.784674637,750.2857143,-3.027868852,37.52205701,750.2857143,-3.027868852
16.9,-0.000969697,0.094280904,16.9,-0.000969697,0.094280904,48.2,0.007272727,0.918936583,48.2,0.007272727,0.918936583,1.37,-0.037212121,0.757261147,1.37,-0.037212121,0.757261147,643.2,-2.661818182,40.48813269,643.2,-2.661818182
16.88,0.01,0.083666003,16.88,0.01,0.083666003,47.2,-0.02,0.836660027,47.2,-0.02,0.836660027,0.98,-0.028,0.506951674,0.98,-0.028,0.506951674,530.4,-3.26,25.96728711,530.4,-3.26
16.7,-0.011888112,0.229624199,16.73076923,-0.011978022,0.246253986,49.91666667,0.168531469,3.117642855,49.61538462,0.158241758,3.176435674,0.683333333,-0.009370629,0.31574827,0.661538462,-0.005494505,0.312352529,99.75,-1.337762238,36.50186795,129.6923077,-3.617582418
16.13,-0.00214876,0.09486833,16.15454545,-0.003725744,0.121355975,57.9,0.047566575,0.994428926,57.72727273,0.051358344,1.103712743,0.08,-0.006464646,0.168654809,0.109090909,-0.007451488,0.186839747,68.5,-2.680440771,60.06339244,80.81818182,-3.111125485
15.7,-0.027428571,0.260768096,15.7,-0.027428571,0.260768096,62.33333333,0.171428571,1.632993162,62.33333333,0.171428571,1.632993162,0.133333333,-1.48e-13,0.206559112,0.133333333,-1.48e-13,0.206559112,14.66666667,-0.685714286,6.439461675,14.66666667,-0.685714286
13.55,-0.008184524,0.164991582,13.92727273,-0.01240973,0.50820114,68.5,-0.008928571,0.527046277,68.27272727,0.011013748,0.88273483,0.29,-0.011994048,0.292308817,0.245454545,-9.06e-06,0.287397638,0.0,0.0,0.0,0.0,0.0
12.82727273,-0.005596621,0.134839972,12.9,-0.007049218,0.188107989,67.27272727,-0.014149947,0.786245393,67.42857143,-0.016148787,0.755928946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3,-0.012,0.141421356,12.3,-0.012,0.141421356,71.6,0.06,0.894427191,71.6,0.06,0.894427191,0.08,-0.012,0.178885438,0.08,-0.012,0.178885438,0.0,0.0,0.0,0.0,0.0
11.74615385,0.055054945,1.079826672,11.23541667,-0.002042643,0.827422016,77.76923077,-0.175824176,3.515533297,77.05208333,0.010983529,4.702451302,0.030769231,-0.002637363,0.110940039,0.523958333,-0.002273745,0.733376444,281.2307692,6.208791209,131.0268127,40.04166667,0.433571187
15.45454545,0.031294603,0.561005591,14.6047619,0.03259214,1.033187394,70.27272727,-0.036213506,0.904534034,72.04761905,-0.063481572,2.108937896,0.754545455,0.009203775,0.405866077,0.628571429,0.007399238,0.437198876,655.6363636,2.29153642,40.5568064,590.6666667,2.586162799
16.88,0.027692308,0.356370594,16.88,0.027692308,0.356370594,68.4,-0.046153846,0.894427191,68.4,-0.046153846,0.894427191,0.88,0.006153846,0.319374388,0.88,0.006153846,0.319374388,778.0,2.061538462,26.66458325,778.0,2.061538462
17.725,0.033714286,0.298607881,17.725,0.033714286,0.298607881,66.25,-0.074285714,0.957427108,66.25,-0.074285714,0.957427108,1.325,-0.009714286,0.36855574,1.325,-0.009714286,0.36855574,845.0,2.102857143,17.98147195,845.0,2.102857143
20.73333333,0.021350844,0.443812682,20.18095238,0.023019967,0.845351434,54.08333333,-0.134896811,2.810963385,56.85714286,-0.115862451,4.234214382,1.55,-0.001688555,0.261116484,1.30952381,0.007581808,0.419410016,938.9166667,0.444465291,10.19320927,921.7619048,0.662839712
21.01,-0.010557377,0.33149493,21.01,-0.010557377,0.33149493,49.3,0.036065574,1.251665557,49.3,0.036065574,1.251665557,1.57,-0.01842623,0.478539445,1.57,-0.01842623,0.478539445,923.5,-0.906885246,18.85765391,923.5,-0.906885246
20.6,-0.020930233,0.223606798,20.6,-0.020930233,0.223606798,54.0,-0.023255814,1.0,54.0,-0.023255814,1.0,0.8,-0.015116279,0.223606798,0.8,-0.015116279,0.223606798,865.8,-1.751162791,18.39021479,865.8,-1.751162791
20.18888889,0.001,0.078173596,20.18888889,0.001,0.078173596,51.77777778,-0.063333333,1.6414763,51.77777778,-0.063333333,1.6414763,0.511111111,0.011666667,0.220479276,0.511111111,0.011666667,0.220479276,801.2222222,-1.976666667,27.15132491,801.2222222,-1.976666667
20.5,-1.45e-12,0.173205081,20.5,-1.45e-12,0.173205081,47.33333333,-0.6,3.214550254,47.33333333,-0.6,3.214550254,1.033333333,-0.04,0.230940108,1.033333333,-0.04,0.230940108,735.6666667,-2.3,11.50362262,735.6666667,-2.3
20.775,-0.001328671,0.186474468,20.73846154,0.002087912,0.221880078,43.91666667,-0.060839161,1.505042031,44.15384615,-0.068131868,1.675616993,1.025,-0.007342657,0.491981153,1.015384615,-0.004945055,0.472310198,626.4166667,-2.704195804,48.89591605,632.8461538,-2.675824176
20.87692308,-0.016043956,0.38977311,20.86428571,-0.011824176,0.377455332,45.53846154,0.164835165,3.886201758,45.35714286,0.146373626,3.794877982,0.630769231,0.008571429,0.356802035,0.65,0.005318681,0.350274618,227.5384615,-7.547252747,172.16882,249.3571429,-7.783296703
20.65833333,0.000629371,0.144337567,20.65833333,0.000629371,0.144337567,46.25,-0.041258741,2.220769727,46.25,-0.041258741,2.220769727,0.241666667,0.001608392,0.287491765,0.241666667,0.001608392,0.287491765,93.83333333,-2.60979021,71.63649823,93.83333333,-2.60979021
19.675,-0.066,0.427200187,19.675,-0.066,0.427200187,53.0,0.32,2.160246899,53.0,0.32,2.160246899,0.55,-0.064,0.435889894,0.55,-0.064,0.435889894,29.75,-0.62,4.031128874,29.75,-0.62
18.38333333,-0.046285714,0.435507367,18.38333333,-0.046285714,0.435507367,58.5,0.2,1.870828693,58.5,0.2,1.870828693,0.066666667,-0.006857143,0.163299316,0.066666667,-0.006857143,0.163299316,14.0,-0.651428571,6.099180273,14.0,-0.651428571
17.81818182,-0.010545455,0.31246818,17.705,0.003145848,0.318673236,52.72727273,0.065454545,3.319364671,55.25,-0.089797776,4.832728335,0.036363636,0.002909091,0.120604538,0.085,-0.002232915,0.227746396,0.0,0.0,0.0,0.0,0.0
15.65833333,-0.021048951,0.550137724,16.22195122,-0.001430674,0.652445427,61.91666667,0.108391608,3.315482505,61.37804878,-0.006691542,3.92724024,0.275,-0.006923077,0.379293602,0.369512195,0.000137591,0.530475916,0.0,0.0,0.0,0.0,0.0
19.33076923,0.013076923,0.259437261,17.5031746,0.011419382,1.155626943,63.0,0.01978022,1.0,60.0952381,0.016557721,3.083328144,0.830769231,-0.002417582,0.390266181,0.506349206,0.000443466,0.492810575,682.1538462,2.39010989,46.64198065,273.7460317,2.787084827
20.38181818,0.021272727,0.360050502,20.38181818,0.021272727,0.360050502,58.63636364,-0.074545455,1.433368569,58.63636364,-0.074545455,1.433368569,0.881818182,0.010181818,0.414290193,0.881818182,0.010181818,0.414290193,815.4545455,1.941818182,32.27185658,815.4545455,1.941818182
21.05,0.06,0.212132034,21.05,0.06,0.212132034,56.5,-0.2,0.707106781,56.5,-0.2,0.707106781,1.1,-0.08,0.282842712,1.1,-0.08,0.282842712,873.5,1.0,3.535533906,873.5,1.0
23.52307692,0.039340659,0.789676987,22.905,0.035533835,1.072858945,50.0,-0.07032967,1.632993162,51.25,-0.071729323,2.244877209,1.130769231,0.01010989,0.342502106,1.13,0.003157895,0.297533722,935.3076923,0.434065934,8.654330471,923.15,0.647067669
24.35,-0.02,0.070710678,24.35,-0.02,0.070710678,47.5,-0.2,0.707106781,47.5,-0.2,0.707106781,0.9,0.0,0.0,0.9,0.0,0.0,918.5,-11.0,38.89087297,918.5,-11.0
23.65,-0.044,0.418330013,23.65,-0.044,0.418330013,49.83333333,0.131428571,1.329160136,49.83333333,0.131428571,1.329160136,1.383333333,-0.002857143,0.204124145,1.383333333,-0.002857143,0.204124145,945.1666667,-0.565714286,5.492419018,945.1666667,-0.565714286
22.9,-0.01,0.1,22.9,-0.01,0.1,52.0,0.0,0.0,52.0,0.0,0.0,1.166666667,-0.04,0.230940108,1.166666667,-0.04,0.230940108,927.3333333,-0.9,4.509249753,927.3333333,-0.9
21.31666667,-0.033986014,0.642202649,22.53783784,-0.016407837,0.997316218,49.58333333,-0.035664336,1.311372171,49.02702703,-0.003194226,1.462237374,1.216666667,0.031328671,0.582835285,1.081081081,0.001198444,0.416224991,585.6666667,-2.952447552,53.24614085,735.0540541,-2.227434988
20.73,0.01030303,0.326768692,20.73,0.01030303,0.326768692,47.7,-0.064242424,1.567021236,47.7,-0.064242424,1.567021236,0.74,0.005333333,0.316929715,0.74,0.005333333,0.316929715,195.6,-6.773333333,122.8288783,195.6,-6.773333333
,,,,,,,,,,,,,,,,,,,,,,
13.275,0.022867133,0.422385003,9.693617021,0.010789789,1.757674937,56.08333333,-0.106993007,2.1514618,68.75531915,-0.03730927,6.406794394,1.7,0.008391608,0.33028913,1.664893617,0.001534861,0.612364964,828.25,1.951748252,35.31964429,288.3723404,2.19480949
14.0,,,14.0,,,52.0,,,52.0,,,1.8,,,1.8,,,886.0,,,886.0,
14.51111111,0.020333333,0.305959329,14.51111111,0.020333333,0.305959329,49.11111111,-0.126666667,1.96497102,49.11111111,-0.126666667,1.96497102,1.833333333,-0.003666667,0.264575131,1.833333333,-0.003666667,0.264575131,913.5555556,0.923333333,12.9818249,913.5555556,0.923333333
14.89166667,0.006153846,0.202072594,14.91666667,0.000546682,0.206511643,52.41666667,0.084615385,1.928651594,51.22222222,0.078936649,2.414552828,2.383333333,-0.001417004,0.509604719,2.327777778,0.001811555,0.445639733,947.9166667,-0.141295547,4.144181756,944.6111111,0.118962375
15.27142857,0.009285714,0.262769136,15.27142857,0.009285714,0.262769136,55.28571429,0.007142857,0.755928946,55.28571429,0.007142857,0.755928946,2.728571429,-0.014285714,0.4029652,2.728571429,-0.014285714,0.4029652,918.5714286,-1.057142857,11.50155269,918.5714286,-1.057142857
15.06666667,0.012307692,0.311399578,15.05333333,0.006928571,0.285022973,59.66666667,0.032167832,0.887625365,59.2,0.047857143,1.373213125,2.191666667,-0.012097902,0.661208719,2.26,-0.009928571,0.653343051,820.4166667,-1.895804196,34.3152718,833.4666667,-1.820714286
15.65,0.013809524,0.232992949,15.65,0.013809524,0.232992949,59.375,-0.045238095,0.916125381,59.375,-0.045238095,0.916125381,1.775,0.027619048,0.690238054,1.775,0.027619048,0.690238054,713.625,-2.44047619,29.99017696,713.625,-2.44047619
15.46,0.008969697,0.171269768,15.46,0.008969697,0.171269768,58.5,-0.056969697,1.509230856,58.5,-0.056969697,1.509230856,2.21,-0.013454545,0.474809903,2.21,-0.013454545,0.474809903,588.0,-3.100606061,47.08148964,588.0,-3.100606061
15.03636364,-0.023052632,0.405642028,15.25789474,-0.013603217,0.420734529,53.0,0.129022556,2.93257566,52.84210526,0.032314567,2.217685427,2.463636364,-0.00043609,0.323334895,2.452631579,-0.000934763,0.325522522,201.9090909,-3.820902256,100.9033741,224.0,-2.515335121
13.81428571,-0.033360656,0.405908739,13.81428571,-0.033360656,0.405908739,61.42857143,0.140983607,1.812653934,61.42857143,0.140983607,1.812653934,2.214285714,-0.005819672,0.260950643,2.214285714,-0.005819672,0.260950643,35.14285714,-0.482786885,5.843188953,35.14285714,-0.482786885
12.3,-0.024285714,0.302371578,12.3,-0.024285714,0.302371578,65.625,0.026190476,0.51754917,65.625,0.026190476,0.51754917,1.825,-0.00047619,0.373210014,1.825,-0.00047619,0.373210014,11.125,-0.65952381,8.114141095,11.125,-0.65952381
11.44444444,-0.018918919,0.304594448,11.44444444,-0.018918919,0.304594448,68.33333333,0.125675676,2.061552813,68.33333333,0.125675676,2.061552813,1.422222222,-0.032081081,0.641828984,1.422222222,-0.032081081,0.641828984,0.0,0.0,0.0,0.0,0.0
10.53636364,-0.00758312,0.150151439,10.59230769,-0.00812799,0.193483584,77.0,0.098465473,1.897366596,76.38461538,0.097727273,2.292686253,1.072727273,0.017749361,0.422115882,1.076923077,0.009360048,0.3940259,0.0,0.0,0.0,0.0,0.0
11.02727273,0.010400534,0.257258271,9.504109589,0.002989999,0.724652859,78.72727273,-0.017356475,0.646669791,83.91780822,-0.003540157,2.871088763,0.881818182,-0.001695594,0.493595344,0.434246575,0.001800852,0.508598067,476.4545455,1.218024032,232.6892192,108.9178082,0.899936132
11.9,0.028,0.182574186,11.9,0.028,0.182574186,76.5,-0.08,0.577350269,76.5,-0.08,0.577350269,1.1,-0.032,0.230940108,1.1,-0.032,0.230940108,750.75,3.54,43.03777411,750.75,3.54
12.4,0.011082707,0.204939015,12.4,0.011082707,0.204939015,74.54545455,-0.022406015,0.687551651,74.54545455,-0.022406015,0.687551651,1.190909091,0.002165414,0.186839747,1.190909091,0.002165414,0.186839747,799.4545455,1.064511278,60.89558873,799.4545455,1.064511278
13.2125,0.013571429,0.188509189,13.2125,0.013571429,0.188509189,68.875,-0.135714286,1.959409532,68.875,-0.135714286,1.959409532,1.3125,0.006904762,0.24164614,1.3125,0.006904762,0.24164614,883.0,0.914285714,12.20070256,883.0,0.914285714
13.62857143,0.018571429,0.213808994,13.62857143,0.018571429,0.213808994,66.71428571,0.035714286,0.755928946,66.71428571,0.035714286,0.755928946,0.885714286,-0.007142857,0.260950643,0.885714286,-0.007142857,0.260950643,913.7142857,0.485714286,5.822779569,913.7142857,0.485714286
14.34444444,0.005,0.113038833,14.34444444,0.005,0.113038833,66.33333333,0.066666667,1.414213562,66.33333333,0.066666667,1.414213562,1.477777778,0.027,0.558519869,1.477777778,0.027,0.558519869,931.3333333,0.256666667,4.716990566,931.3333333,0.256666667
14.675,0.01952381,0.310529502,14.675,0.01952381,0.310529502,65.5,-0.052380952,1.069044968,65.5,-0.052380952,1.069044968,1.4,-0.001428571,0.447213595,1.4,-0.001428571,0.447213595,929.875,-0.397619048,5.436319658,929.875,-0.397619048
14.65,-0.048,0.331662479,14.65,-0.048,0.331662479,64.25,0.26,1.707825128,64.25,0.26,1.707825128,2.7,0.072,0.734846923,2.7,0.072,0.734846923,908.25,-0.98,6.5,908.25,-0.98
14.7,0.04,0.141421356,14.7,0.04,0.141421356,64.5,-0.2,0.707106781,64.5,-0.2,0.707106781,1.8,0.0,0.0,1.8,0.0,0.0,894.5,-1.4,4.949747468,894.5,-1.4
15.13333333,0.002097902,0.149747262,14.9,0.004291069,0.39223227,56.0,0.034965035,1.59544807,60.65,-0.053504469,3.704121059,0.85,-0.010769231,0.372948936,1.5875,-0.008426346,0.739780806,307.8333333,-8.55944056,180.4402864,606.875,-3.531102396
15.4,-0.008,0.081649658,15.4,-0.008,0.081649658,55.5,-0.08,2.380476143,55.5,-0.08,2.380476143,0.4,6.66e-18,0.0,0.4,6.66e-18,0.0,226.0,-19.88,134.26094,226.0,-19.88
